stage,epoch,step,loss,learning_rate,timestamp
pretrain,1,155500,2.35634422,0.000483564486138,2026-04-28T01:42:15
pretrain,1,156000,2.89868045,0.000483459938047,2026-04-28T01:42:52
pretrain,1,156500,3.33299232,0.000483355071175,2026-04-28T01:43:31
pretrain,1,157000,1.93660104,0.000483249885683,2026-04-28T01:44:09
pretrain,1,157500,3.28229690,0.000483144381731,2026-04-28T01:44:48
pretrain,1,158000,2.94724584,0.000483038559481,2026-04-28T01:45:26
pretrain,1,158500,2.43066788,0.000482932419094,2026-04-28T01:46:04
pretrain,1,159000,2.10951281,0.000482825960734,2026-04-28T01:46:43
pretrain,1,159500,2.07684731,0.000482719184562,2026-04-28T01:47:21
pretrain,1,160000,4.49664497,0.000482612090742,2026-04-28T01:47:59
pretrain,1,160500,2.98713374,0.000482504679438,2026-04-28T01:48:39
pretrain,1,161000,2.01454353,0.000482396950814,2026-04-28T01:49:17
pretrain,1,161500,2.93984890,0.000482288905035,2026-04-28T01:49:56
pretrain,1,162000,1.62669826,0.000482180542266,2026-04-28T01:50:34
pretrain,1,162500,2.53291726,0.000482071862673,2026-04-28T01:51:13
pretrain,1,163000,4.23570299,0.000481962866421,2026-04-28T01:51:51
pretrain,1,163500,3.40345454,0.000481853553678,2026-04-28T01:52:29
pretrain,1,164000,1.54511881,0.000481743924611,2026-04-28T01:53:09
pretrain,1,164500,1.75752687,0.000481633979387,2026-04-28T01:53:47
pretrain,1,165000,2.62032056,0.000481523718175,2026-04-28T01:54:26
pretrain,1,165500,2.21444678,0.000481413141143,2026-04-28T01:55:06
pretrain,1,166000,2.62291002,0.00048130224846,2026-04-28T01:55:45
pretrain,1,166500,2.60971069,0.000481191040296,2026-04-28T01:56:22
pretrain,1,167000,2.37629628,0.000481079516821,2026-04-28T01:57:01
pretrain,1,167500,1.83877325,0.000480967678205,2026-04-28T01:57:40
pretrain,1,168000,2.76748729,0.00048085552462,2026-04-28T01:58:17
pretrain,1,168500,2.90795827,0.000480743056237,2026-04-28T01:58:56
pretrain,1,169000,3.56731033,0.000480630273227,2026-04-28T01:59:34
pretrain,1,169500,2.31702828,0.000480517175764,2026-04-28T02:00:13
pretrain,1,170000,3.46580172,0.000480403764021,2026-04-28T02:00:52
pretrain,1,170500,2.21217585,0.00048029003817,2026-04-28T02:01:33
pretrain,1,171000,2.48266292,0.000480175998386,2026-04-28T02:02:11
pretrain,1,171500,2.27921200,0.000480061644843,2026-04-28T02:02:49
pretrain,1,172000,2.53774428,0.000479946977716,2026-04-28T02:03:28
pretrain,1,172500,2.50369787,0.00047983199718,2026-04-28T02:04:07
pretrain,1,173000,2.10911798,0.000479716703412,2026-04-28T02:04:45
pretrain,1,173500,1.64116395,0.000479601096587,2026-04-28T02:05:24
pretrain,1,174000,2.38491726,0.000479485176882,2026-04-28T02:06:03
pretrain,1,174500,1.58282328,0.000479368944474,2026-04-28T02:06:41
pretrain,1,175000,2.65534449,0.000479252399542,2026-04-28T02:07:20
pretrain,1,175500,2.46796155,0.000479135542264,2026-04-28T02:08:01
pretrain,1,176000,2.58413291,0.000479018372817,2026-04-28T02:08:39
pretrain,1,176500,2.32725811,0.000478900891382,2026-04-28T02:09:17
pretrain,1,177000,1.56591260,0.000478783098138,2026-04-28T02:09:57
pretrain,1,177500,2.26087880,0.000478664993266,2026-04-28T02:10:35
pretrain,1,178000,2.20852399,0.000478546576944,2026-04-28T02:11:14
pretrain,1,178500,2.79579949,0.000478427849356,2026-04-28T02:11:53
pretrain,1,179000,3.23131180,0.000478308810682,2026-04-28T02:12:31
pretrain,1,179500,3.13250828,0.000478189461105,2026-04-28T02:13:10
pretrain,1,180000,1.75783682,0.000478069800807,2026-04-28T02:13:49
pretrain,1,180500,3.30481124,0.00047794982997,2026-04-28T02:14:28
pretrain,1,181000,2.56181264,0.000477829548779,2026-04-28T02:15:07
pretrain,1,181500,2.36720490,0.000477708957417,2026-04-28T02:15:45
pretrain,1,182000,1.63935184,0.000477588056069,2026-04-28T02:16:24
pretrain,1,182500,0.83491284,0.00047746684492,2026-04-28T02:17:02
pretrain,1,183000,2.09217238,0.000477345324154,2026-04-28T02:17:40
pretrain,1,183500,2.12672091,0.000477223493959,2026-04-28T02:18:18
pretrain,1,184000,3.29658175,0.000477101354519,2026-04-28T02:18:57
pretrain,1,184500,3.00168204,0.000476978906023,2026-04-28T02:19:35
pretrain,1,185000,2.08836317,0.000476856148656,2026-04-28T02:20:14
pretrain,1,185500,2.65894556,0.000476733082608,2026-04-28T02:20:54
pretrain,1,186000,2.80695057,0.000476609708065,2026-04-28T02:21:32
pretrain,1,186500,2.02253962,0.000476486025217,2026-04-28T02:22:11
pretrain,1,187000,2.66436481,0.000476362034254,2026-04-28T02:22:49
pretrain,1,187500,2.82443881,0.000476237735363,2026-04-28T02:23:28
pretrain,1,188000,2.71769071,0.000476113128736,2026-04-28T02:24:06
pretrain,1,188500,2.76286983,0.000475988214564,2026-04-28T02:24:44
